"コード","銘柄名","市場","現在値","前日比(%)"
"2737","トーメンデバイス","東P","6320","-250.0(-3.81%)"
"2742","ハローズ","東P","4700","+0.0(+0.00%)"
"2743","ピクセルカンパニーズ","東S","286","-3.0(-1.04%)"
"2747","北雄ラッキー","東S","3160","-30.0(-0.94%)"
"2749","ＪＰ　ＨＬＤＧ","東P","489","-5.0(-1.01%)"
"2750","石光商事","東S","1031","-37.0(-3.46%)"
"2751","テンポスＨＬＤＧ","東S","3585","-35.0(-0.97%)"
"2752","フジオフードグループ本社","東P","1373","-32.0(-2.28%)"
"2753","あみやき亭","東P","6300","-320.0(-4.83%)"
"2754","東葛ＨＬＤＧ","東S","503","-3.0(-0.59%)"
"2760","東京エレクトロン　デバイス","東P","5990","-270.0(-4.31%)"
"2762","ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ","東S","159","+0.0(+0.00%)"
"2763","エフティグループ","東S","1224","-8.0(-0.65%)"
"2764","ひらまつ","東S","273","-3.0(-1.09%)"
"2767","円谷フィールズＨＬＤＧ","東P","1663","+22.0(+1.34%)"
"2768","双日","東P","3868.0","-156.0(-3.88%)"
"2769","ヴィレッジヴァンガードコーポレ","東S","1052","-3.0(-0.28%)"
"2776","新都ＨＬＤＧ","東S","70","-1.0(-1.41%)"
"2778","パレモＨＬＤＧ","東S","166","-4.0(-2.35%)"
"2780","コメ兵ＨＬＤＧ","東S","3555","+70.0(+2.01%)"
"2782","セリア","東S","2822","+1.0(+0.04%)"
"2784","アルフレッサＨＬＤＧ","東P","2214.0","+4.0(+0.18%)"
"2788","アップルインターナショナル","東S","387","-5.0(-1.28%)"
"2789","カルラ","東S","443","+0.0(+0.00%)"
"2790","ナフコ","東S","2782","-25.0(-0.89%)"
"2791","大黒天物産","東P","8890","+210.0(+2.42%)"
"2792","ハニーズＨＬＤＧ","東P","1693","-38.0(-2.20%)"
"2795","日本プリメックス","東S","825","+9.0(+1.10%)"
"2796","ファーマライズホールディングス","東S","652","-4.0(-0.61%)"
"2798","ワイズテーブルコーポレーション","東S","2730","-20.0(-0.73%)"
"2801","キッコーマン","東P","1906.5","-3.0(-0.16%)"
"2802","味の素","東P","5491.0","-61.0(-1.10%)"
"2804","ブルドックソース","東P","2021","-27.0(-1.32%)"
"2805","エスビー食品","東S","4505","-15.0(-0.33%)"
"2806","ユタカフーズ","東S","-","- (-%)"
"2809","キユーピー","東P","3118.0","-11.0(-0.35%)"
"2810","ハウス食品グループ本社","東P","3050.0","-17.0(-0.55%)"
"2811","カゴメ","東P","3708.0","-21.0(-0.56%)"
"2812","焼津水産化学工業","東S","1434","+3.0(+0.21%)"
"2813","和弘食品","東S","3970","-30.0(-0.75%)"
"2814","佐藤食品工業","東S","2059","+20.0(+0.98%)"
"2815","アリアケジャパン","東P","5080","-50.0(-0.97%)"
"2816","ダイショー","東S","1433","+0.0(+0.00%)"
"2818","ピエトロ","東S","1801","-3.0(-0.17%)"
"2819","エバラ食品工業","東S","2841","-33.0(-1.15%)"
"2820","やまみ","東S","3505","-95.0(-2.64%)"
"2830","アヲハタ","東S","2495","-5.0(-0.20%)"
"2831","はごろもフーズ","東S","3250","-5.0(-0.15%)"
"2871","ニチレイ","東P","4040.0","-51.0(-1.25%)"
"2872","セイヒョー","東S","1778","+7.0(+0.40%)"
"2874","横浜冷凍","東P","1012","-12.0(-1.17%)"
"2875","東洋水産","東P","9193.0","-475.0(-4.91%)"
"2876","デルソーレ","東S","571","-12.0(-2.06%)"
"2877","日東ベスト","東S","815","+2.0(+0.25%)"
"2882","イートアンドＨＬＤＧ","東P","1973","-13.0(-0.65%)"
"2883","大冷","東S","1905","+3.0(+0.16%)"
"2884","ヨシムラ・フード・ＨＬＤＧ","東P","1386","+154.0(+12.50%)"
"2892","日本食品化工","東S","4145","-70.0(-1.66%)"
"2894","石井食品","東S","323","-1.0(-0.31%)"
"2897","日清食品ＨＬＤＧ","東P","4067.0","-34.0(-0.83%)"
"2899","永谷園ＨＬＤＧ","東P","2262","-6.0(-0.26%)"
"2901","石垣食品","東S","158","+0.0(+0.00%)"
"2903","シノブフーズ","東S","956","-8.0(-0.83%)"
"2904","一正蒲鉾","東S","752","+0.0(+0.00%)"
"2907","あじかん","東S","1232","+6.0(+0.49%)"
"2908","フジッコ","東P","1897","-13.0(-0.68%)"
"2910","ロック・フィールド","東P","1612","-27.0(-1.65%)"
"2911","旭松食品","東S","2265","-7.0(-0.31%)"
"2914","日本たばこ産業","東P","4106.0","-74.0(-1.77%)"
"2915","ケンコーマヨネーズ","東P","2211","-84.0(-3.66%)"
"2916","仙波糖化工業","東S","730","+9.0(+1.25%)"
"2917","大森屋","東S","1005","-12.0(-1.18%)"
"2918","わらべや日洋ＨＬＤＧ","東P","2404","+2.0(+0.08%)"
"2922","なとり","東P","2089","-20.0(-0.95%)"
"2923","サトウ食品","東S","6660","+70.0(+1.06%)"
"2924","イフジ産業","東S","1364","-31.0(-2.22%)"
"2926","篠崎屋","東S","90","+0.0(+0.00%)"
"2927","ＡＦＣ―ＨＤアムスライフ","東S","876","-32.0(-3.52%)"
"2929","ファーマフーズ","東P","822","+7.0(+0.86%)"
"2930","北の達人","東P","184","-5.0(-2.65%)"
"2931","ユーグレナ","東P","530","+1.0(+0.19%)"
"2932","ＳＴＩフードＨＬＤＧ","東S","4155","-60.0(-1.42%)"
"2933","紀文食品","東P","1118","-30.0(-2.61%)"
"2934","ジェイフロンティア","東G","3115","+164.0(+5.56%)"
"2935","ピックルスＨＬＤＧ","東P","1168","-22.0(-1.85%)"
"2936","ベースフード","東G","396","-80.0(-16.81%)"
"2937","サンクゼール","東G","2257","+11.0(+0.49%)"
"2938","オカムラ食品工業","東S","2990","-110.0(-3.55%)"
"2961","日本調理機","東S","-","- (-%)"
"2962","テクニスコ","東S","571","-9.0(-1.55%)"
"2970","グッドライフカンパニー","東S","3015","-80.0(-2.58%)"
"2975","スター・マイカ・ＨＬＤＧ","東P","607","-15.0(-2.41%)"
"2978","ツクルバ","東G","992","+0.0(+0.00%)"
"2980","ＳＲＥ　ＨＬＤＧ","東P","3735","-380.0(-9.23%)"
"2981","ランディックス","東G","2325","-20.0(-0.85%)"
"2982","ＡＤワークスグループ","東P","237","-4.0(-1.66%)"
"2983","アールプランナー","東G","719","+9.0(+1.27%)"
"2984","ヤマイチ・ユニハイムエステート","東S","914","-10.0(-1.08%)"
"2986","ＬＡ　ＨＬＤＧ","東G","4640","-145.0(-3.03%)"
"2991","ランドネット","東S","1178","+4.0(+0.34%)"
"2993","長栄","東S","2225","-5.0(-0.22%)"
"2997","ストレージ王","東G","571","-19.0(-3.22%)"
"2998","クリアル","東G","3915","-60.0(-1.51%)"
"2999","ホームポジション","東S","468","+5.0(+1.08%)"
"3001","片倉工業","東S","1889","-69.0(-3.52%)"
"3002","グンゼ","東P","5250","-80.0(-1.50%)"
"3003","ヒューリック","東P","1493.0","+2.5(+0.17%)"
"3004","神栄","東S","1563","-40.0(-2.50%)"
"3010","ポラリス・ＨＬＤＧ","東S","225","+3.0(+1.35%)"
"3011","バナーズ","東S","136","-2.0(-1.45%)"
"3020","アプライド","東S","2883","-18.0(-0.62%)"
"3021","パシフィックネット","東S","1532","-329.0(-17.68%)"
"3023","ラサ商事","東S","1906","-69.0(-3.49%)"
"3024","クリエイト","東S","874","-3.0(-0.34%)"
"3028","アルペン","東P","2059","+4.0(+0.19%)"
"3030","ハブ","東S","779","-10.0(-1.27%)"
"3031","ラクーンＨＬＤＧ","東P","642","-7.0(-1.08%)"
"3034","クオールＨＬＤＧ","東P","1767","-13.0(-0.73%)"
"3035","ケイティケイ","東S","646","-10.0(-1.52%)"
"3036","アルコニックス","東P","1418","-33.0(-2.27%)"
"3038","神戸物産","東P","3444.0","+12.0(+0.35%)"
"3040","ソリトンシステムズ","東P","1308","-28.0(-2.10%)"
"3041","ビューティカダンＨＬＤＧ","東S","731","-7.0(-0.95%)"
"3042","セキュアヴェイル","東G","319","-2.0(-0.62%)"
"3045","カワサキ","東S","1335","-10.0(-0.74%)"
"3046","ジンズＨＬＤＧ","東P","3390","-90.0(-2.59%)"
"3048","ビックカメラ","東P","1530","-114.0(-6.93%)"
"3050","ＤＣＭ　ＨＬＤＧ","東P","1423","-61.0(-4.11%)"
"3053","ペッパーフードサービス","東S","112","-2.0(-1.75%)"
"3054","ハイパー","東S","302","+0.0(+0.00%)"
"3058","三洋堂ＨＬＤＧ","東S","696","-6.0(-0.85%)"
"3059","ヒラキ","東S","985","-2.0(-0.20%)"
"3063","ジェイグループＨＬＤＧ","東G","628","-9.0(-1.41%)"
"3064","ＭｏｎｏｔａＲＯ","東P","2000.0","+36.5(+1.86%)"
"3065","ライフフーズ","東S","1689","-5.0(-0.30%)"
"3067","東京一番フーズ","東S","507","-1.0(-0.20%)"
"3068","ＷＤＩ","東S","3115","-95.0(-2.96%)"
"3069","ＪＦＬＡ　ＨＬＤＧ","東S","161","-2.0(-1.23%)"
"3070","アマガサ","東G","113","-6.0(-5.04%)"
"3071","ストリーム","東S","107","-1.0(-0.93%)"
"3073","ＤＤグループ","東P","1187","-28.0(-2.30%)"
"3075","銚子丸","東S","1994","-98.0(-4.68%)"
"3076","あいＨＬＤＧ","東P","2461","-53.0(-2.11%)"
"3077","ホリイフードサービス","東S","354","-5.0(-1.39%)"
"3079","ディーブイエックス","東S","998","-2.0(-0.20%)"
"3080","ジェーソン","東S","641","+11.0(+1.75%)"
"3082","きちりＨＬＤＧ","東S","920","-6.0(-0.65%)"
"3083","シーズメン","東S","602","-10.0(-1.63%)"
"3086","Ｊ．フロント　リテイリング","東P","1531.0","-124.5(-7.52%)"
"3087","ドトール・日レスＨＬＤＧ","東P","2068","-25.0(-1.19%)"
"3088","マツキヨココカラ＆カンパニー","東P","2384.5","-141.0(-5.58%)"
"3089","テクノアルファ","東S","1040","-5.0(-0.48%)"
"3091","ブロンコビリー","東P","3605","-40.0(-1.10%)"
"3092","ＺＯＺＯ","東P","3529.0","+95.0(+2.77%)"
"3093","トレジャー・ファクトリー","東P","1545","-15.0(-0.96%)"
"3094","スーパーバリュー","東S","1030","-19.0(-1.81%)"
"3096","オーシャンシステム","東S","1082","-18.0(-1.64%)"
"3097","物語コーポレーション","東P","4350","-85.0(-1.92%)"
"3099","三越伊勢丹ＨＬＤＧ","東P","2325.0","-198.0(-7.85%)"
"3101","東洋紡","東P","1120","-42.0(-3.61%)"
"3103","ユニチカ","東P","205","-3.0(-1.44%)"
"3104","富士紡ＨＬＤＧ","東P","4195","+20.0(+0.48%)"
"3105","日清紡ＨＬＤＧ","東P","1181.0","-31.5(-2.60%)"
"3106","倉敷紡績","東P","3365","-110.0(-3.17%)"
"3107","ダイワボウＨＬＤＧ","東P","2640.0","+13.5(+0.51%)"
"3109","シキボウ","東P","1063","-18.0(-1.67%)"
"3110","日東紡績","東P","5230","-370.0(-6.61%)"
"3111","オーミケンシ","東S","349","-5.0(-1.41%)"
"3113","ＵＮＩＶＡ・ＯａｋＨＬＤＧ","東S","76","-1.0(-1.30%)"
"3116","トヨタ紡織","東P","2502.5","-48.0(-1.88%)"
"3121","マーチャント・バンカーズ","東S","278","-6.0(-2.11%)"
"3123","サイボー","東S","526","-4.0(-0.75%)"
"3131","シンデン・ハイテックス","東S","3200","-140.0(-4.19%)"
"3132","マクニカＨＬＤＧ","東P","6977.0","-212.0(-2.95%)"
"3133","海帆","東G","901","+19.0(+2.15%)"
"3134","Ｈａｍｅｅ","東S","1184","+12.0(+1.02%)"
"3135","マーケットエンタープライズ","東P","710","-32.0(-4.31%)"
"3137","ファンデリー","東G","366","-8.0(-2.14%)"
"3138","富士山マガジンサービス","東G","703","+5.0(+0.72%)"
"3139","ラクト・ジャパン","東P","2475","+13.0(+0.53%)"
"3140","ＢＲＵＮＯ","東G","1040","-5.0(-0.48%)"
"3141","ウエルシアＨＬＤＧ","東P","2290.0","-29.5(-1.27%)"
"3143","オーウイル","東S","1484","-11.0(-0.74%)"
"3148","クリエイトＳＤ　ＨＬＤＧ","東P","3395","-20.0(-0.59%)"
"3150","グリムス","東P","2009","-71.0(-3.41%)"
"3151","バイタルケーエスケーＨＬＤＧ","東P","1200","-32.0(-2.60%)"
"3153","八洲電機","東P","1505","-46.0(-2.97%)"
"3154","メディアスＨＬＤＧ","東P","767","-2.0(-0.26%)"
"3156","レスター","東P","2901","-81.0(-2.72%)"
"3157","ジオリーブグループ","東S","1280","-20.0(-1.54%)"
"3159","丸善ＣＨＩ　ＨＬＤＧ","東S","332","-2.0(-0.60%)"
"3160","大光","東S","636","-8.0(-1.24%)"
"3161","アゼアス","東S","736","-8.0(-1.08%)"
"3166","ＯＣＨＩ　ＨＬＤＧ","東S","1630","-38.0(-2.28%)"
"3167","ＴＯＫＡＩ　ＨＬＤＧ","東P","949","-7.0(-0.73%)"
"3168","黒谷","東S","633","-30.0(-4.52%)"
"3169","ミサワ","東S","619","-2.0(-0.32%)"
"3172","ティーライフ","東S","1393","+2.0(+0.14%)"
"3173","Ｃｏｍｉｎｉｘ","東S","871","-15.0(-1.69%)"
"3174","ハピネス・アンド・ディ","東S","867","+0.0(+0.00%)"
"3175","エー・ピーＨＬＤＧ","東S","936","-21.0(-2.19%)"
"3176","三洋貿易","東P","1471","-19.0(-1.28%)"
"3177","ありがとうサービス","東S","3085","-30.0(-0.96%)"
"3178","チムニー","東S","1298","-31.0(-2.33%)"
"3179","シュッピン","東P","1178","-4.0(-0.34%)"
"3180","ビューティガレージ","東P","1919","-43.0(-2.19%)"
"3181","買取王国","東S","848","-83.0(-8.92%)"
"3182","オイシックス・ラ・大地","東P","1151","-10.0(-0.86%)"
"3183","ウイン・パートナーズ","東P","1177","-22.0(-1.83%)"
"3184","ＩＣＤＡ　ＨＬＤＧ","東S","2865","+0.0(+0.00%)"
"3185","夢展望","東G","154","-1.0(-0.65%)"
"3186","ネクステージ","東P","2692","-67.0(-2.43%)"
"3187","サンワカンパニー","東G","458","-6.0(-1.29%)"
"3189","ＡＮＡＰ","東S","219","-5.0(-2.23%)"
"3190","ホットマン","東S","-","- (-%)"
"3191","ジョイフル本田","東P","2229","-62.0(-2.71%)"
"3192","白鳩","東S","314","-4.0(-1.26%)"
"3193","鳥貴族ＨＬＤＧ","東P","4125","-110.0(-2.60%)"
"3195","ジェネレーションパス","東G","245","-9.0(-3.54%)"
"3196","ホットランド","東P","2120","-68.0(-3.11%)"
"3197","すかいらーくＨＬＤＧ","東P","2231.0","-60.0(-2.62%)"
"3198","ＳＦＰ　ＨＬＤＧ","東P","1974","-9.0(-0.45%)"
"3199","綿半ＨＬＤＧ","東P","1525","-28.0(-1.80%)"
"3201","日本毛織","東P","1315","-58.0(-4.22%)"
"3202","ダイトウボウ","東S","91","+0.0(+0.00%)"
"3204","トーア紡コーポレーション","東S","439","-6.0(-1.35%)"
"3205","ダイドーリミテッド","東S","550","-2.0(-0.36%)"
"3221","ヨシックスＨＬＤＧ","東P","2696","-60.0(-2.18%)"
"3222","ユナイテッド・スーパーマーケッ","東S","979","+6.0(+0.62%)"
"3223","エスエルディー","東S","946","-6.0(-0.63%)"
"3224","ゼネラル・オイスター","東G","1804","-8.0(-0.44%)"
"3231","野村不動産ＨＬＤＧ","東P","4170.0","-120.0(-2.80%)"
"3232","三重交通グループＨＬＤＧ","東P","601","-14.0(-2.28%)"
"3236","プロパスト","東S","204","-8.0(-3.77%)"
"3237","イントランス","東G","116","-4.0(-3.33%)"
"3238","セントラル総合開発","東S","521","-13.0(-2.43%)"
"3241","ウィル","東S","474","+5.0(+1.07%)"
"3242","アーバネットコーポレーション","東S","421","-3.0(-0.71%)"
"3244","サムティ","東P","2700","-158.0(-5.53%)"
"3245","ディア・ライフ","東P","993","-23.0(-2.26%)"
"3246","コーセーアールイー","東S","774","-7.0(-0.90%)"
"3248","アールエイジ","東S","865","-18.0(-2.04%)"
"3252","地主","東P","2432","-70.0(-2.80%)"
"3254","プレサンスコーポレーション","東S","1730","-16.0(-0.92%)"
"3261","グランディーズ","東G","424","-7.0(-1.62%)"
"3264","アスコット","東S","144","-2.0(-1.37%)"
"3266","ファンドクリエーショングループ","東S","96","-17.0(-15.04%)"
"3267","フィル・カンパニー","東S","750","-8.0(-1.06%)"
"3271","ＴＨＥグローバル社","東S","453","-17.0(-3.62%)"
"3275","ハウスコム","東S","942","+7.0(+0.75%)"
"3276","ＪＰＭＣ","東P","1288","-34.0(-2.57%)"
"3277","サンセイランディック","東S","1051","-36.0(-3.31%)"
"3280","エストラスト","東S","746","-26.0(-3.37%)"
"3284","フージャースＨＬＤＧ","東P","1060","-25.0(-2.30%)"
"3286","トラストＨＬＤＧ","東G","520","-14.0(-2.62%)"
"3288","オープンハウスグループ","東P","4710.0","-117.0(-2.42%)"
"3289","東急不動産ＨＬＤＧ","東P","1168.5","-54.0(-4.42%)"
"3291","飯田グループＨＬＤＧ","東P","1970.5","+25.0(+1.29%)"
"3293","アズマハウス","東S","769","-4.0(-0.52%)"
"3294","イーグランド","東S","1514","-10.0(-0.66%)"
"3297","東武住販","東S","1213","-1.0(-0.08%)"
"3299","ムゲンエステート","東S","1365","-47.0(-3.33%)"
"3300","アンビション　ＤＸ　ＨＬＤＧ","東G","898","-5.0(-0.55%)"
"3302","帝国繊維","東P","2256","-39.0(-1.70%)"
"3306","日本製麻","東S","630","+2.0(+0.32%)"
"3315","日本コークス工業","東P","132","-2.0(-1.49%)"
"3317","フライングガーデン","東S","2681","-9.0(-0.33%)"
"3319","ゴルフダイジェスト・オンライン","東P","585","-9.0(-1.52%)"
"3320","クロスプラス","東S","1071","-24.0(-2.19%)"
"3321","ミタチ産業","東S","1131","-17.0(-1.48%)"
"3322","アルファグループ","東S","610","+0.0(+0.00%)"
"3323","レカム","東S","92","-2.0(-2.13%)"
"3326","ランシステム","東S","407","-5.0(-1.21%)"
"3328","ＢＥＥＮＯＳ","東P","2203","-46.0(-2.05%)"
"3329","東和フードサービス","東S","2117","-23.0(-1.07%)"
"3333","あさひ","東P","1447","-6.0(-0.41%)"
"3341","日本調剤","東P","1530","-32.0(-2.05%)"
"3347","トラスト","東S","296","-6.0(-1.99%)"
"3349","コスモス薬品","東P","13930.0","+70.0(+0.51%)"
"3350","メタプラネット","東S","27","-3.0(-10.00%)"
"3352","バッファロー","東S","1346","-7.0(-0.52%)"
"3353","メディカル一光グループ","東S","2441","-27.0(-1.09%)"
"3355","クリヤマＨＬＤＧ","東S","1343","-40.0(-2.89%)"
"3358","ワイエスフード","東S","590","+0.0(+0.00%)"
"3359","ｃｏｔｔａ","東G","486","-7.0(-1.42%)"
"3360","シップヘルスケアＨＬＤＧ","東P","2166.0","+31.0(+1.45%)"
"3361","トーエル","東S","810","-13.0(-1.58%)"
"3370","フジタコーポレーション","東S","283","-4.0(-1.39%)"
"3371","ソフトクリエイトＨＬＤＧ","東P","1803","-2.0(-0.11%)"
"3372","関門海","東S","276","-3.0(-1.08%)"
"3374","内外テック","東S","3010","-90.0(-2.90%)"
"3375","ＺＯＡ","東S","-","- (-%)"
"3377","バイク王＆カンパニー","東S","518","-5.0(-0.96%)"
"3382","セブン＆アイＨＬＤＧ","東P","1980.5","-19.5(-0.98%)"
"3386","コスモ・バイオ","東S","1004","-3.0(-0.30%)"
"3387","クリエイト・レストランツＨＬＤ","東P","1092","-5.0(-0.46%)"
"3388","明治電機工業","東P","1595","-64.0(-3.86%)"
"3391","ツルハＨＬＤＧ","東P","10155.0","-205.0(-1.98%)"
"3392","デリカフーズＨＬＤＧ","東S","593","-5.0(-0.84%)"
"3393","スターティアＨＬＤＧ","東P","1429","-20.0(-1.38%)"
"3395","サンマルクＨＬＤＧ","東P","2069","-30.0(-1.43%)"
"3396","フェリシモ","東S","906","-8.0(-0.88%)"
"3397","トリドールＨＬＤＧ","東P","3844.0","-106.0(-2.68%)"
"3399","丸千代山岡家","東S","7870","-260.0(-3.20%)"
"3401","帝人","東P","1481.0","-31.5(-2.08%)"
"3402","東レ","東P","712.3","-24.7(-3.35%)"
"3405","クラレ","東P","1703.5","-32.5(-1.87%)"
"3407","旭化成","東P","1112.0","-5.0(-0.45%)"
"3409","北日本紡績","東S","103","-1.0(-0.96%)"
"3415","ＴＯＫＹＯ　ＢＡＳＥ","東P","296","+1.0(+0.34%)"
"3416","ピクスタ","東G","858","-14.0(-1.61%)"
"3417","大木ヘルスケアＨＬＤＧ","東S","1018","-20.0(-1.93%)"
"3418","バルニバービ","東G","1437","-8.0(-0.55%)"
"3420","ケー・エフ・シー","東S","1558","-40.0(-2.50%)"
"3421","稲葉製作所","東S","1805","-31.0(-1.69%)"
"3422","Ｊ−ＭＡＸ","東S","519","-2.0(-0.38%)"
"3423","エスイー","東S","329","-4.0(-1.20%)"
"3426","アトムリビンテック","東S","1317","+0.0(+0.00%)"
"3431","宮地エンジニアリンググループ","東P","3980","-75.0(-1.85%)"
"3433","トーカロ","東P","1888","-19.0(-1.00%)"
"3434","アルファＣｏ","東S","1553","-38.0(-2.39%)"
"3435","サンコーテクノ","東S","1438","-30.0(-2.04%)"
"3436","ＳＵＭＣＯ","東P","2551.0","-97.0(-3.66%)"
"3437","特殊電極","東S","2454","-31.0(-1.25%)"
